9900	100	-3543
9910	100	-830
9920	100	-1875
9930	100	-850
9940	100	-593
9950	93	-603
9960	100	-1586
9970	100	-710
9980	100	-989
9990	100	-1953
10000	100	-532
10010	100	-2984
10020	100	-525
10030	91	-1796
10040	100	-854
10050	100	-989
10060	100	-579
10070	93	-527
10080	100	-2092
10090	100	-701
10100	100	-839
10110	100	-510
10120	100	-1986
10130	100	-646
10140	100	-674
10150	100	-1188
10160	100	-1712
10170	100	-722
10180	100	-2080
10190	100	-1120
10200	93	-1980
10210	100	-2784
10220	95	-637
10230	90	-474
10240	100	-2443
10250	100	-1149
10260	100	-695
10270	100	-1918
10280	100	-761
10290	100	-999
10300	100	-514
10310	100	-636
10320	100	-716
10330	100	-915
10340	100	-2174
10350	100	-1149
10360	100	-899
10370	100	-794
10380	100	-2753
10390	100	-1166
10400	100	-1136
10410	100	-2100
10420	100	-798
10430	100	-764
10440	100	-784
10450	99	-969
10460	100	-580
10470	100	-743
10480	100	-895
10490	100	-1233
10500	100	-2302
10510	100	-754
10520	100	-2342
10530	100	-2032
10540	100	-911
10550	100	-636
10560	100	-1151
10570	100	-567
10580	100	-1892
10590	100	-2355
10600	100	-667
10610	100	-1013
10620	100	-1267
10630	100	-753
10640	100	-646
10650	100	-1410
10660	100	-789
10670	90	-715
10680	100	-587
10690	100	-1919
10700	100	-972
10710	98	-555
10720	100	-1928
10730	100	-1693
10740	100	-691
10750	100	-769
10760	100	-2169
10770	100	-510
10780	97	-418
10790	100	-741
10800	100	-706
10810	90	-376
10820	100	-803
10830	100	-1927
10840	100	-1619
10850	100	-699
10860	100	-557
10870	100	-2206
10880	100	-671
10890	100	-3559
10900	100	-1753
10910	100	-764
10920	100	-957
10930	100	-518
10940	100	-1081
10950	100	-761
10960	100	-1971
10970	100	-1924
10980	100	-791
10990	100	-2677
11000	94	-673
11010	100	-1612
11020	100	-2156
11030	100	-1808
11040	95	-875
11050	100	-1158
11060	100	-781
11070	100	-1951
11080	96	-1184
11090	100	-674
11100	100	-2107
11110	92	-658
11120	100	-1336
11130	100	-804
11140	100	-488
11150	100	-832
11160	100	-1907
11170	99	-600
11180	100	-1238
11190	100	-1831
11200	100	-2874
11210	100	-1388
11220	100	-506
11230	100	-1333
11240	100	-710
11250	100	-1799
11260	100	-1467
11270	100	-657
11280	100	-1127
11290	97	-1059
11300	99	-735
11310	100	-1101
11320	100	-977
11330	100	-1204
11340	100	-1041
11350	100	-557
11360	100	-1297
11370	100	-1172
11380	100	-499
11390	100	-1723
11400	94	-734
11410	100	-526
11420	100	-912
11430	100	-2596
11440	100	-626
11450	100	-1253
11460	100	-610
11470	100	-677
11480	100	-1281
11490	96	-1640
11500	100	-1596
11510	100	-720
11520	100	-1839
11530	100	-915
11540	100	-763
11550	100	-971
11560	100	-3324
11570	100	-481
11580	93	-422
11590	100	-1843
11600	100	-2290
11610	100	-606
11620	100	-1784
11630	100	-715
11640	100	-792
11650	100	-597
11660	100	-792
11670	100	-1125
11680	94	-890
11690	92	-2196
11700	97	-497
11710	100	-1010
11720	100	-1161
11730	100	-1026
11740	100	-1055
11750	100	-3234
11760	97	-663
11770	94	-500
11780	97	-2206
11790	100	-544
11800	100	-542
11810	100	-856
11820	100	-603
11830	92	-762
11840	100	-760
11850	100	-1681
11860	100	-515
11870	100	-1309
11880	100	-1829
11890	96	-761
11900	100	-622
11910	100	-1453
11920	100	-605
11930	100	-577
11940	100	-1776
11950	100	-1896
11960	100	-1713
11970	100	-1730
11980	100	-536
11990	100	-408
12000	100	-1323
12010	100	-847
12020	100	-720
12030	100	-556
12040	100	-654
12050	100	-740
12060	100	-2348
12070	100	-740
12080	100	-507
12090	100	-693
12100	100	-1043
12110	100	-470
12120	98	-2405
12130	100	-1142
12140	100	-643
12150	100	-771
12160	98	-617
12170	100	-848
12180	100	-676
12190	100	-548
12200	100	-2227
12210	100	-2094
12220	95	-646
12230	100	-1431
12240	100	-1191
12250	98	-1295
12260	100	-1309
12270	100	-1615
12280	100	-1252
12290	100	-2369
12300	100	-513
12310	84	-2234
12320	90	-438
12330	100	-679
12340	100	-2402
12350	100	-833
12360	100	-920
12370	96	-1801
12380	100	-1164
12390	100	-1134
12400	100	-1501
12410	100	-2563
12420	100	-861
12430	99	-741
12440	100	-918
12450	100	-3053
12460	100	-728
12470	96	-1172
12480	96	-1320
12490	100	-1010
12500	100	-651
12510	95	-805
12520	100	-669
12530	100	-760
12540	100	-1686
12550	95	-423
12560	100	-1857
12570	91	-541
12580	100	-1547
12590	100	-1195
12600	90	-454
12610	100	-714
12620	100	-1015
12630	98	-523
12640	100	-2235
12650	99	-505
12660	90	-493
12670	100	-559
12680	100	-1137
12690	100	-2046
12700	100	-1061
12710	96	-906
12720	100	-353
12730	97	-778
12740	100	-615
12750	100	-857
12760	100	-548
12770	100	-585
12780	100	-1780
12790	100	-2076
12800	98	-794
12810	100	-1354
12820	97	-491
12830	100	-739
12840	100	-385
12850	96	-675
12860	100	-456
12870	100	-1403
12880	99	-2395
12890	100	-535
12900	100	-518
12910	100	-565
12920	96	-1238
12930	100	-454
12940	100	-1047
12950	100	-767
12960	98	-449
12970	95	-642
12980	94	-406
12990	100	-503
13000	98	-2209
13010	97	-825
13020	100	-765
13030	84	-1488
13040	97	-982
13050	91	-500
13060	91	-949
13070	96	-544
13080	100	-962
13090	100	-623
13100	100	-588
13110	100	-1170
13120	100	-791
13130	100	-662
13140	98	-3282
13150	96	-1431
13160	100	-1166
13170	95	-651
13180	100	-775
13190	98	-795
13200	100	-472
13210	100	-1786
13220	97	-904
13230	92	-408
13240	96	-1393
13250	99	-1891
13260	100	-602
13270	100	-2579
13280	100	-2601
13290	100	-524
13300	100	-809
13310	100	-1114
13320	100	-479
13330	99	-644
13340	95	-401
13350	100	-1091
13360	100	-1427
13370	100	-1070
13380	96	-3128
13390	100	-758
13400	98	-1296
13410	91	-1055
13420	100	-1698
13430	100	-2219
13440	94	-1923
13450	100	-1384
13460	100	-660
13470	94	-379
13480	88	-2388
13490	100	-1492
13500	100	-2328
13510	100	-632
13520	100	-1265
13530	100	-797
13540	100	-614
13550	100	-588
13560	100	-385
13570	100	-1515
13580	96	-649
13590	100	-388
13600	97	-434
13610	98	-419
13620	100	-1099
13630	100	-639
13640	99	-2055
13650	95	-321
13660	93	-1595
13670	92	-449
13680	90	-1328
13690	100	-2673
13700	100	-577
13710	100	-417
13720	100	-409
13730	100	-1302
13740	92	-1185
13750	95	-985
13760	93	-1169
13770	100	-2053
13780	91	-711
13790	100	-2629
13800	100	-575
13810	100	-634
13820	100	-880
13830	100	-615
13840	100	-753
13850	93	-3248
13860	100	-2039
13870	100	-3212
13880	94	-1053
13890	100	-609
13900	100	-930
13910	100	-1327
13920	100	-616
13930	100	-878
13940	98	-991
13950	100	-567
13960	93	-1090
13970	100	-1000
13980	100	-548
13990	100	-1271
14000	97	-587
14010	100	-720
14020	85	-707
14030	100	-1990
14040	100	-931
14050	93	-1156
14060	97	-787
14070	100	-540
14080	100	-732
14090	87	-1389
14100	97	-340
14110	95	-1145
14120	93	-1327
14130	96	-874
14140	95	-313
14150	88	-1167
14160	92	-247
14170	99	-321
14180	100	-1302
14190	98	-1484
14200	97	-1463
14210	100	-532
14220	100	-1251
14230	95	-661
14240	91	-310
14250	85	-2372
14260	95	-987
14270	97	-2564
14280	94	-707
14290	100	-760
14300	89	-379
14310	100	-1624
14320	98	-1647
14330	95	-331
14340	95	-503
14350	91	-629
14360	97	-481
14370	98	-2364
14380	94	-764
14390	97	-2099
14400	100	-640
14410	100	-442
14420	85	-857
14430	100	-1584
14440	100	-1665
14450	97	-269
14460	91	-428
14470	98	-1386
14480	100	-451
14490	93	-571
14500	97	-1073
14510	98	-623
14520	98	-2547
14530	100	-675
14540	100	-320
14550	99	-1497
14560	89	-1612
14570	94	-495
14580	100	-629
14590	94	-761
14600	100	-392
14610	93	-451
14620	97	-228
14630	89	-3154
14640	99	-537
14650	95	-291
14660	95	-1632
14670	85	-1297
14680	95	-1239
14690	100	-897
14700	100	-780
14710	89	-1174
14720	100	-1125
14730	98	-673
14740	100	-989
14750	100	-527
14760	100	-1362
14770	98	-1618
14780	100	-322
14790	97	-452
14800	100	-543
14810	99	-311
14820	93	-1139
14830	99	-1166
14840	94	-321
14850	100	-848
14860	87	-637
14870	83	-506
14880	82	-760
14890	90	-1379
14900	100	-860
14910	90	-334
14920	100	-811
14930	100	-678
14940	92	-287
14950	100	-660
14960	95	-893
14970	100	-2614
14980	99	-887
14990	95	-691
15000	97	-1016
15010	96	-278
15020	83	-342
15030	93	-1302
15040	99	-313
15050	93	-1004
15060	100	-582
15070	97	-765
15080	75	-3208
15090	100	-947
15100	99	-861
15110	98	-148
15120	100	-343
15130	90	-291
15140	97	-902
15150	100	-1678
15160	99	-1043
15170	100	-1804
15180	94	-2422
15190	88	-989
15200	93	-382
15210	91	-810
15220	88	-72
15230	92	-1116
15240	92	-358
15250	100	-343
15260	89	-224
15270	83	-1491
15280	85	-262
15290	89	-410
15300	96	-685
15310	96	-1376
15320	87	-223
15330	100	-2596
15340	87	-1222
15350	93	-354
15360	96	-232
15370	91	-693
15380	98	-1114
15390	98	-555
15400	98	-480
15410	87	-1005
15420	99	-1347
15430	81	-264
15440	96	-428
15450	88	-668
15460	90	-2301
15470	92	-2383
15480	98	-309
15490	100	-388
15500	93	-456
15510	93	-525
15520	99	-342
15530	91	-1078
15540	99	-1002
15550	98	-535
15560	92	-642
15570	99	-773
15580	95	-512
15590	100	-1347
15600	97	-370
15610	92	-285
15620	100	-1243
15630	99	-557
15640	97	-370
15650	84	-118
15660	85	-272
15670	89	-256
15680	86	-604
15690	91	-294
15700	94	-132
15710	97	-1485
15720	95	-595
15730	96	-4710
15740	90	-630
15750	93	-905
15760	93	-185
15770	85	-309
15780	93	-261
15790	74	-324
15800	92	-162
15810	92	-1003
15820	88	-679
15830	85	-324
15840	98	-405
15850	96	-493
15860	92	-372
15870	87	-677
15880	95	-646
15890	96	-254
15900	90	-1493
15910	92	-372
15920	89	-636
15930	90	-737
15940	90	-1104
15950	98	-723
15960	90	-616
15970	97	-273
15980	92	-874
15990	90	-1211
16000	83	-371
16010	91	-588
16020	98	-867
16030	99	-352
16040	90	-494
16050	94	-440
16060	97	-1048
16070	100	-1376
16080	82	-1861
16090	66	-417
16100	98	-384
16110	97	-177
16120	97	-1236
16130	98	-104
16140	98	-428
16150	90	-408
16160	92	-507
16170	91	-459
16180	95	-328
16190	92	-1124
16200	85	-916
16210	95	-652
16220	95	-703
16230	82	-23
16240	88	-181
16250	94	-287
16260	92	-51
16270	98	-114
16280	98	-663
16290	78	-122
16300	95	-283
16310	97	-429
16320	91	-232
16330	88	-1362
16340	93	-183
16350	98	-332
16360	90	-300
16370	94	-47
16380	86	-133
16390	90	-7
16400	87	-426
16410	92	-928
16420	80	-273
16430	81	-805
16440	92	-60
16450	90	-434
16460	86	-86
16470	75	-650
16480	95	-157
16490	95	-18
16500	91	-355
16510	99	-3
16520	82	-341
16530	90	250
16540	86	-72
16550	87	-190
16560	93	-445
16570	79	42
16580	96	-463
16590	91	-385
16600	90	-175
16610	92	-252
16620	95	-942
16630	94	-321
16640	92	-1319
